type,subtype,date,site,location,city,region,accident_type
Injury & Riddor,E - No Lost Time Personal Injury,20/09/2016 17:00,All Saints Secondary School,In office / building,Glasgow,Scotland,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,09/05/2014 07:00,All Saints Secondary School,In depot / yard,Glasgow,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,D - Lost Time (3 days or less),25/03/2013 16:05,All Saints Secondary School,In office / building,Glasgow,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,23/05/2013 16:30,Alloa Academy,In office / building,Alloa,Scotland,T - Litter / waste picking incident
Injury & Riddor,E - No Lost Time Personal Injury,05/12/2013 07:00,Alloa Academy,In office / building,Alloa,Scotland,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,19/05/2016 00:00,Alloa Academy,General,Alloa,Scotland,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,15/12/2015 08:05,Alloa Academy,General,Alloa,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - Lost Time 4 to 7 Days,01/09/2015 06:20,Alloa Academy,In office / building,Alloa,Scotland,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,21/04/2016 00:00,Alloa Academy,General,Alloa,Scotland,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,21/03/2016 12:15,Alloa Academy,General,Alloa,Scotland,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,12/12/2013 13:45,Alloa Academy,General,Alloa,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,20/07/2015 11:45,Alloa Academy,General,Alloa,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,09/04/2013 12:15,Alloa Academy,In depot / yard,Alloa,Scotland,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,02/07/2013 11:00,Alloa Academy,In office / building,Alloa,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,04/07/2014 09:20,Alva Academy,In office / building,Alva,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,15/09/2014 06:20,Alva Academy,In office / building,Alva,Scotland,D-Struck against something fixed or stationary
Injury & Riddor,R - Non Work Related Incident,19/12/2016 21:30,Alva Academy,In office / building,Alva,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,04/11/2015 15:20,Alva Academy,In office / building,Alva,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,12/12/2013 13:50,Alva Academy,Outdoors (not highway or railway),Alva,Scotland,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,19/12/2013 12:15,AMES,In office / building,City of London,London,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,10/01/2013 12:00,AMES,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,22/01/2015 16:10,AMES,In office / building,City of London,London,
Injury & Riddor,K - Road Traffic Accident With Injury,17/11/2015 11:30,AMES,On highway,City of London,London,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,11/03/2014 12:45,AMES,In office / building,City of London,London,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,12/12/2013 11:30,AMES,In depot / yard,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,R - Non Work Related Incident,13/09/2015 15:15,AMES,On highway,City of London,London,C-Struck by a moving vehicle
Injury & Riddor,R - Non Work Related Incident,09/02/2016 00:00,AMES,General,City of London,London,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,21/07/2014 00:00,AMES,In office / building,City of London,London,J-Exposure or contact with a harmful substance
Injury & Riddor,C - Lost Time 4 to 7 Days,10/05/2013 10:30,AMES,In office / building,City of London,London,H-Fall from a height
Injury & Riddor,K - Road Traffic Accident With Injury,22/05/2015 08:00,AMES,General,City of London,London,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,24/07/2014 13:00,AMES,Outdoors (not highway or railway),City of London,London,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,21/07/2014 15:15,AMES,Outdoors (not highway or railway),City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,19/05/2014 15:00,AMES,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,D - Lost Time (3 days or less),14/07/2014 15:00,AMES,General,City of London,London,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,28/10/2013 14:00,AMES,General,City of London,London,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,21/06/2013 17:15,AMES,On highway,City of London,London,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,29/09/2016 15:00,AMES,General,City of London,London,O-Violence or attack
Injury & Riddor,E - No Lost Time Personal Injury,04/08/2015 22:30,AMES,In office / building,City of London,London,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,10/05/2013 12:00,AMES Projects,In office / building,City of London,London,O-Violence or attack
Injury & Riddor,E - No Lost Time Personal Injury,17/04/2013 13:00,Amey Colas,Outdoors (not highway or railway),Durham,North East,
Injury & Riddor,E - No Lost Time Personal Injury,06/09/2013 07:00,Amey Colas,On highway,Sunderland,North East,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,26/04/2014 23:30,Amey Colas,On railway,Durham,North East,
Injury & Riddor,E - No Lost Time Personal Injury,30/06/2013 08:00,Amey Colas,On railway,Durham,North East,J-Exposure or contact with a harmful substance
Injury & Riddor,E - No Lost Time Personal Injury,27/01/2013 00:00,Amey Colas,On railway,Gloucester,South West,
Injury & Riddor,E - No Lost Time Personal Injury,13/01/2013 00:00,Amey Colas,In depot / yard,Gloucester,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,12/01/2013 15:15,Amey Colas,On railway,Ashchurch,South West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,22/06/2014 16:14,Amey Colas,On railway,Badminton,South West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,27/01/2013 00:00,Amey Colas,On railway,Baggeridge,West Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,26/03/2014 02:00,Amey Colas,On railway,Bletchley,South East,
Injury & Riddor,E - No Lost Time Personal Injury,06/01/2015 05:07,Amey Colas,On railway,Braybooke,East Midlands,
Injury & Riddor,E - No Lost Time Personal Injury,29/04/2013 00:00,Amey Colas,On railway,Castle Eden,North East,
Injury & Riddor,E - No Lost Time Personal Injury,17/04/2013 11:15,Amey Colas,Outdoors (not highway or railway),Castle Eden,North East,
Injury & Riddor,D - Lost Time (3 days or less),04/09/2013 02:10,Amey Colas,On railway,Chesterfield,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,09/04/2014 01:30,Amey Colas,On railway,Coppenhall,West Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,K - Road Traffic Accident With Injury,07/01/2013 11:00,Amey Colas,On highway,Bristol,South West,
Injury & Riddor,E - No Lost Time Personal Injury,04/02/2013 02:35,Amey Colas,On railway,Newport,Wales,
Injury & Riddor,E - No Lost Time Personal Injury,29/05/2013 00:00,Amey Colas,On railway,Bristol,South West,
Injury & Riddor,E - No Lost Time Personal Injury,17/12/2014 07:00,Amey Colas,On railway,Coppenhall,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,09/10/2013 01:00,Amey Colas,On railway,Creswell,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,16/04/2014 00:35,Amey Colas,On railway,Creswell,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,07/09/2013 23:30,Amey Colas,On railway,Warrington,North West,H-Fall from a height
Injury & Riddor,C - Lost Time 4 to 7 Days,07/09/2013 23:30,Amey Colas,On railway,Warrington,North West,H-Fall from a height
Injury & Riddor,E - No Lost Time Personal Injury,28/09/2014 01:00,Amey Colas,On railway,Creswell,East Midlands,
Injury & Riddor,E - No Lost Time Personal Injury,02/12/2014 00:10,Amey Colas,On railway,Creswell,East Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,27/01/2013 00:00,Amey Colas,On railway,Conisborough,Yorkshire and the Humbler,
Injury & Riddor,C - Lost Time 4 to 7 Days,02/03/2014 18:30,Amey Colas,In depot / yard,Devon,South West,D-Struck against something fixed or stationary
Injury & Riddor,K - Road Traffic Accident With Injury,22/11/2013 20:30,Amey Colas,On highway,Creswell,East Midlands,C-Struck by a moving vehicle
Injury & Riddor,E - No Lost Time Personal Injury,31/03/2013 04:00,Amey Colas,On railway,Wolverhampton,West Midlands,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,08/10/2013 18:30,Amey Colas,On railway,Creswell,East Midlands,N-Injured by animal
Injury & Riddor,E - No Lost Time Personal Injury,23/03/2014 00:00,Amey Colas,On railway,Crewe,North West,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,28/08/2014 00:00,Amey Colas,In depot / yard,Crewe,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,R - Non Work Related Incident,14/06/2014 16:30,Amey Colas,On railway,Newcastle,Wales,
Injury & Riddor,E - No Lost Time Personal Injury,16/05/2013 00:00,Amey Colas,In depot / yard,Crewe,North West,
Injury & Riddor,E - No Lost Time Personal Injury,07/04/2013 21:00,Amey Colas,On railway,Didcot,West,
Injury & Riddor,E - No Lost Time Personal Injury,01/04/2014 01:30,Amey Colas,On railway,Elstow,East Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,22/07/2014 03:30,Amey Colas,On railway,Elstow,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,13/04/2013 00:00,Amey Colas,On railway,Elstow,East Midlands,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,17/03/2013 15:30,Amey Colas,On railway,Elstow,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,18/05/2013 03:00,Amey Colas,On railway,Elstow,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,K - Road Traffic Accident With Injury,27/02/2013 00:00,Amey Colas,On highway,Elstow,East Midlands,C-Struck by a moving vehicle
Injury & Riddor,D - Lost Time (3 days or less),10/04/2014 01:15,Amey Colas,On railway,Elstow,East Midlands,
Injury & Riddor,E - No Lost Time Personal Injury,22/09/2013 00:00,Amey Colas,On railway,Elstow,East Midlands,K-Exposure to fire / heat
Injury & Riddor,E - No Lost Time Personal Injury,26/02/2013 00:00,Amey Colas,In depot / yard,Elstow,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,29/03/2014 00:30,Amey Colas,On railway,Elstow,East Midlands,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,12/11/2013 10:20,Amey Colas,On railway,Essendine,East Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,05/09/2013 14:20,Amey Colas,In depot / yard,Cardiff,Wales,
Injury & Riddor,E - No Lost Time Personal Injury,16/05/2013 00:00,Amey Colas,In depot / yard,Crewe,North West,
Injury & Riddor,E - No Lost Time Personal Injury,17/09/2013 02:45,Amey Colas,On railway,Fishery Lane,South,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,02/12/2014 15:15,Amey Colas,In depot / yard,Crewe,North West,S-Food handling incident
Injury & Riddor,E - No Lost Time Personal Injury,06/12/2014 05:00,Amey Colas,On railway,Crewe,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,E - No Lost Time Personal Injury,19/01/2013 00:00,Amey Colas,In depot / yard,Henbury,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,B - RIDDOR Specified Injury,06/02/2015 00:00,Amey Colas,On railway,Doncaster,Yorkshire and the Humbler,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - RIDDOR Over 7 Days,17/08/2013 11:30,Amey Colas,On railway,Slough,South East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,C - RIDDOR Over 7 Days,17/08/2013 11:30,Amey Colas,On railway,Slough,South East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,27/02/2013 12:05,Amey Colas,In depot / yard,Crewe,North West,"B-Struck by moving, flying or falling object"
Injury & Riddor,C - Lost Time 4 to 7 Days,08/05/2014 00:00,Amey Colas,On railway,Crewe,North West,D-Struck against something fixed or stationary
Injury & Riddor,C - Lost Time 4 to 7 Days,08/05/2014 00:00,Amey Colas,On railway,Crewe,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,07/12/2014 04:30,Amey Colas,In depot / yard,Swindon,South West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,22/02/2014 05:45,Amey Colas,On railway,Birmingham,West Midlands,
Injury & Riddor,E - No Lost Time Personal Injury,24/04/2014 23:15,Amey Colas,On railway,Birmingham,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,C - RIDDOR Over 7 Days,05/09/2013 11:15,Amey Colas,On railway,Bristol,South West,
Injury & Riddor,C - Lost Time 4 to 7 Days,08/05/2014 00:00,Amey Colas,On railway,Crewe,North West,D-Struck against something fixed or stationary
Injury & Riddor,E - No Lost Time Personal Injury,27/10/2013 01:50,Amey Colas,On railway,Farington,North West,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,E - No Lost Time Personal Injury,17/04/2013 12:30,Amey Colas,On railway,Grateley,South East,"F-Slipped, tripped or fell on the same level"
Injury & Riddor,R - Non Work Related Incident,22/11/2016 12:15,St Luke's Primary School,General,Greater Manchester,North West,P-Other
Injury & Riddor,E - No Lost Time Personal Injury,04/07/2014 00:00,Amey Colas,On railway,Berkswell,West Midlands,
Injury & Riddor,C - RIDDOR Over 7 Days,01/08/2013 04:14,Amey Colas,On railway,Greatford,East,G-Trapped by something collapsing or overturning
Injury & Riddor,E - No Lost Time Personal Injury,17/09/2014 23:40,Amey Colas,On railway,Berkswell,West Midlands,"E-Injured whilst handling, lifting or carrying"
Injury & Riddor,E - No Lost Time Personal Injury,16/09/2014 00:30,Amey Colas,On railway,Berkswell,West Midlands,
